OK 0, 0, 90
OK 0, 10, 90
OK 0, 20, 90
OK 0, 20, 90
OK 0, 30, 90
OK 0, 40, 90
OK 0, 40, 90
OK 0, 50, 90
OK 0, 60, 90
OK 0, 60, 90
OK 0, 70, 90
OK 0, 80, 90
OK 0, 80, 90
OK 0, 90, 90
OK 0, 100, 90
OK 0, 100, 90
OK 0, 110, 90
OK 0, 120, 90
OK 0, 120, 90
OK 0, 130, 90
OK 0, 140, 90
OK 0, 140, 90
OK 0, 150, 90
OK 0, 160, 90
OK 0, 160, 90
OK 0, 170, 90
OK 0, 180, 90
OK 0, 180, 90
OK 0, 190, 90
OK 0, 200, 90
OK 0, 200, 90
OK 0, 210, 90
OK 0, 220, 90
OK 0, 220, 90
OK 0, 230, 90
OK 0, 240, 90
OK 0, 240, 90
OK 0, 250, 90
OK 0, 260, 90
OK 0, 260, 90
OK 0, 270, 90
OK 0, 280, 90
OK 0, 280, 90
OK 0, 290, 90
OK 0, 300, 90
OK 0, 300, 90
OK 0, 310, 90
OK 0, 320, 90
OK 0, 320, 90
OK 0, 330, 90
OK 0, 340, 90
OK 0, 340, 90
OK 0, 350, 90
OK 0, 360, 90
OK 0, 360, 90
OK 0, 370, 90
OK 0, 380, 90
OK 0, 380, 90
OK 0, 390, 90
OK 0, 400, 90
OK 0, 400, 90
OK 0, 410, 90
OK 0, 420, 90
OK 0, 420, 90
OK 0, 430, 90
OK 0, 440, 90
OK 0, 440, 90
OK 0, 450, 90
OK 0, 460, 90
OK 0, 460, 90
OK 0, 470, 90
OK 0, 480, 90
OK 0, 480, 90
OK 0, 490, 90
OK 0, 500, 90
OK 0, 500, 90
OK 0, 510, 90
OK 0, 520, 90
OK 0, 520, 90
OK 0, 530, 90
OK 0, 540, 90
OK 0, 540, 90
OK 0, 550, 90
OK 0, 560, 90
OK 0, 560, 90
OK 0, 570, 90
OK 0, 580, 90
OK 0, 580, 90
OK 0, 590, 90
OK 0, 600, 90
OK 0, 600, 90
OK 0, 610, 90
OK 0, 620, 90
OK 0, 620, 90
OK 0, 630, 90
OK 0, 640, 90
OK 0, 640, 90
OK 0, 650, 90
OK 0, 660, 90
OK 0, 660, 90
OK 0, 670, 90
OK 0, 680, 90
OK 0, 680, 90
OK 0, 690, 90
OK 0, 700, 90
OK 0, 700, 90
OK 0, 710, 90
OK 0, 720, 90
OK 0, 720, 90
OK 0, 730, 90
OK 0, 740, 90
OK 0, 740, 90
OK 0, 750, 90
OK 0, 760, 90
OK 0, 760, 90
OK 0, 770, 90
OK 0, 780, 90
OK 0, 780, 90
OK 0, 790, 90
OK 0, 800, 90
OK 0, 800, 90
OK 0, 810, 90
OK 0, 820, 90
OK 0, 820, 90
OK 0, 830, 90
OK 0, 840, 90
OK 0, 840, 90
OK 0, 850, 90
OK 0, 860, 90
OK 0, 860, 90
OK 0, 870, 90
OK 0, 880, 90
OK 0, 880, 90
OK 0, 890, 90
OK 0, 900, 90
OK 0, 900, 90
OK 0, 910, 90
OK 0, 920, 90
OK 0, 920, 90
OK 0, 930, 90
OK 0, 940, 90
OK 0, 940, 90
OK 0, 950, 90
OK 0, 960, 90
OK 0, 960, 90
OK 0, 970, 90
OK 0, 980, 90
OK 0, 980, 90
OK 0, 990, 90
OK 0, 1000, 90
OK 0, 1000, 90
